feature,pearson_r,p_value,p_fdr_BH,n_samples,fisher_z,t_statistic,abs_r,neg_log10_p,sig_p_0_05,sig_p_0_01,sig_p_0_001,sig_fdr_0_05,sig_fdr_0_10
"Contra-indications for spirometry (0.0)",-0.0145338955669344,0.00216940102529047,0.0362676597148808,44500,-3.06604117727028,-3.06618358894201,0.0145338955669344,2.66366015892528,1,1,0,1,1
"Particulate matter air pollution (pm10); 2007 (0.0)",-0.0146182368948388,0.002183344793657,0.0364228304570022,43933,-3.06412540225815,-3.06426942538932,0.0146182368948388,2.66087767512073,1,1,0,1,1
"Diagnoses - ICD10 (H358 - H35.8 Other specified retinal disorders)",-0.0145184063626772,0.00218442110923164,0.0364228304570022,44535,-3.063977452393,-3.06411951127961,0.0145184063626772,2.66066363529593,1,1,0,1,1
"Duration to entering symbol choice (1.2)",-0.0169017000761445,0.00218723424260664,0.0364228304570022,32852,-3.0636054052929,-3.06379793073165,0.0169017000761445,2.6601047035541,1,1,0,1,1
"Operative procedures - secondary OPCS4 (S265 - S26.5 Local subcutaneous pedicle flap of skin to head or neck NEC)",-0.0145165321208533,0.00218731122791829,0.0364228304570022,44535,-3.06358185514168,-3.06372386789211,0.0145165321208533,2.6600894177164,1,1,0,1,1
"Diagnoses - secondary ICD10 (M7969)",-0.0145133448609088,0.00219223409610893,0.0364688401111323,44535,-3.0629091184838,-3.06305105280164,0.0145133448609088,2.6591130718939,1,1,0,1,1
"Diagnoses - ICD10 (M8198 - M81.98 Osteoporosis, unspecified (Other))",-0.0144960599945716,0.00221910867571759,0.0368795767613106,44535,-3.0592607936031,-3.05940230311433,0.0144960599945716,2.65382142867887,1,1,0,1,1
"Diagnoses - ICD10 (K729 - K72.9 Hepatic failure, unspecified)",-0.0144871565376423,0.00223306930686006,0.0370750985706315,44535,-3.05738153746831,-3.05752282851808,0.0144871565376423,2.65109779769892,1,1,0,1,1
"Operative procedures - secondary OPCS4 (G212 - G21.2 Intubation of oesophagus for pressure manometry)",-0.0144804968125436,0.00224356432538787,0.0372127540610749,44535,-3.05597586700518,-3.05611699480584,0.0144804968125436,2.64906147426529,1,1,0,1,1
"Behaviour of cancer tumour (3.0)",-0.0144733192639411,0.00225492596543925,0.0373644994371362,44535,-3.05446089966093,-3.05460185167098,0.0144733192639411,2.64686771246851,1,1,0,1,1
"Diagnoses - secondary ICD10 (I442)",-0.0144594714566443,0.0022769953230905,0.0376874098940561,44535,-3.05153803969558,-3.05167865299372,0.0144594714566443,2.64263786141739,1,1,0,1,1
"Absence of notch position in the pulse waveform (2.0)",-0.0158178558321497,0.00227887743570218,0.0376874098940561,37208,-3.05129707097445,-3.05146534318409,0.0158178558321497,2.64227903174354,1,1,0,1,1
"Time to press last digit (left) (2.12)",-0.014758957716363,0.00228781240367747,0.0377981530685852,42706,-3.05011643485551,-3.05026289923981,0.014758957716363,2.64057958975134,1,1,0,1,1
"Liking for lemons (0.0)",0.0165856103152008,0.00231606715951477,0.0382275601059695,33735,3.04643790290163,3.04662275895249,0.0165856103152008,2.63524885142829,1,1,0,1,1
"Hand grip strength (right) (0.0)",-0.014457209318387,0.00231946078433822,0.0382360567924226,44387,-3.04598632234133,-3.04612676064444,0.014457209318387,2.63461296580075,1,1,0,1,1
"Operative procedures - main OPCS4 (E491 - E49.1 Diagnostic fibreoptic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract)",-0.0144321549903352,0.00232111093942749,0.0382360567924226,44535,-3.04577235011453,-3.04591229697902,0.0144321549903352,2.6343041015821,1,1,0,1,1
"Diagnoses - ICD10 (M4799 - M47.99 Spondylosis, unspecified (Site unspecified))",-0.0144259828660563,0.00233118661036688,0.0383646061559891,44535,-3.04446959978678,-3.04460939638651,0.0144259828660563,2.6324229600235,1,1,0,1,1
"Vitamin and mineral supplements (7.0 - Multivitamins +/- minerals)",-0.0144241322954992,0.00233421536562969,0.0383761792037269,44535,-3.04407899988769,-3.04421875145656,0.0144241322954992,2.63185907640137,1,1,0,1,1
"Operative procedures - secondary OPCS4 (T462 - T46.2 Drainage of ascites NEC)",-0.0144227772319387,0.00233643542916383,0.0383761792037269,44535,-3.04379298665599,-3.04393270525804,0.0144227772319387,2.63144621684182,1,1,0,1,1
"Diagnoses - secondary ICD10 (F480)",-0.0144135655541552,0.00235157866984659,0.0385499085828735,44535,-3.04184867835369,-3.04198817299667,0.0144135655541552,2.62864048776257,1,1,0,1,1
"Diagnoses - ICD10 (F480 - F48.0 Neurasthenia)",-0.0144135655541552,0.00235157866984659,0.0385499085828735,44535,-3.04184867835369,-3.04198817299667,0.0144135655541552,2.62864048776257,1,1,0,1,1
"Ever had complex regional pain syndrome (also known as CRPS) (0.0)",-0.0173325468742809,0.00236750323946569,0.038766384625594,30756,-3.03983228378571,-3.0400339449559,0.0173325468742809,2.62570941807712,1,1,0,1,1
"External causes - ICD10 (W189 - W18.9 Unspecified place)",-0.0144028087327889,0.00236937571416127,0.038766384625594,44535,-3.03957823733747,-3.03971747078192,0.0144028087327889,2.62536606732735,1,1,0,1,1
"Main speciality of consultant (recoded) (0.0)",0.0160396669794266,0.00237896447251584,0.0388855906277153,35880,3.03836997205579,3.03854262256642,0.0160396669794266,2.62361204367334,1,1,0,1,1
"Operative procedures - secondary OPCS4 (M472 - M47.2 Change of urethral catheter into bladder)",-0.0143929005494911,0.00238587771242209,0.0389320022532543,44535,-3.03748691888079,-3.03762591204486,0.0143929005494911,2.62235181975256,1,1,0,1,1
"Pulse rate, automated reading (0.1)",0.0150034756330112,0.00238641529950359,0.0389320022532543,40982,3.03742208072574,3.03757311711153,0.0150034756330112,2.62225397533964,1,1,0,1,1
"Diagnoses - secondary ICD10 (Z514)",-0.0143848754659543,0.00239932046872363,0.039104754936678,44535,-3.03579306638743,-3.03593186515631,0.0143848754659543,2.61991174098459,1,1,0,1,1
"Diagnoses - secondary ICD10 (R258)",-0.014383084987289,0.00240232912981995,0.0391137160844843,44535,-3.03541515053033,-3.03555390595435,0.014383084987289,2.61936749257319,1,1,0,1,1
"Femur neck BMD (bone mineral density) T-score (left) (2.0)",-0.0175246281551577,0.00240450324522918,0.0391137160844843,29993,-3.03515943758899,-3.035365432765,0.0175246281551577,2.61897463244579,1,1,0,1,1
"Operative procedures - secondary OPCS4 (Z941 - Z94.1 Bilateral operation)",-0.0143601961418543,0.00244109623128146,0.0396649207212445,44535,-3.03058400970815,-3.0307222118843,0.0143601961418543,2.61241509977546,1,1,0,1,1
"Diagnoses - ICD10 (E119 - E11.9 Without complications)",-0.0143590299787187,0.00244308661830585,0.0396649207212445,44535,-3.03033786813679,-3.03047604216809,0.0143590299787187,2.61206113507921,1,1,0,1,1
"Operative procedures - main OPCS4 (U508 - U50.8 Other specified rehabilitation for musculoskeletal disorders)",-0.0143549448931643,0.00245007069054203,0.0397400995291087,44535,-3.02947563088112,-3.02961370635312,0.0143549448931643,2.61082138499488,1,1,0,1,1
"Treatment/medication code (1140856342.0 - syndol tablet)",-0.0143293794395857,0.0024941952450143,0.040416973811964,44535,-3.02407954385659,-3.02421700366917,0.0143293794395857,2.60306955305739,1,1,0,1,1
"Operative procedures - secondary OPCS4 (Y537 - Y53.7 Approach to organ under magnetic resonance imaging control)",-0.0143090305008336,0.00252983468624751,0.0409551856925113,44535,-3.01978450673709,-3.01992147792664,0.0143090305008336,2.59690785716259,1,1,0,1,1
"Treatment/medication code (1140879792.0 - terbutaline)",-0.0143019614839709,0.00254232407263338,0.0411179520751098,44535,-3.01829245458265,-3.01842925632239,0.0143019614839709,2.59476909029432,1,1,0,1,1
"Diagnoses - ICD10 (K449 - K44.9 Diaphragmatic hernia without obstruction or gangrene)",-0.0143002678776136,0.00254532466124454,0.0411270879474775,44535,-3.01793498638778,-3.01807174755288,0.0143002678776136,2.59425681466542,1,1,0,1,1
"Operative procedures - OPCS4 (X714 - X71.4 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 9)",-0.0142700857754759,0.00259934482291696,0.041959787127106,44535,-3.01156447614125,-3.01170051566923,0.0142700857754759,2.58513610420173,1,1,0,1,1
"Treatment/medication code (1140879798.0 - terazosin)",-0.014267592656213,0.00260385356577389,0.0419924235511864,44535,-3.01103825585596,-3.01117423589768,0.014267592656213,2.5843834430549,1,1,0,1,1
"Diagnoses - main ICD10 (G553)",-0.0142593381359393,0.0026188327305776,0.0421030983770231,44535,-3.00929598246693,-3.009431765688,0.0142593381359393,2.58189223983633,1,1,0,1,1
"Diagnoses - ICD10 (Z514 - Z51.4 Preparatory care for treatment, not elsewhere classified)",-0.0142585856984501,0.00262020206045786,0.0421030983770231,44535,-3.00913716625443,-3.00927293154462,0.0142585856984501,2.58166521617714,1,1,0,1,1
"Diagnoses - secondary ICD10 (Z921)",-0.0142583174789849,0.00262069034019848,0.0421030983770231,44535,-3.00908055344661,-3.00921631234542,0.0142583174789849,2.58158429209728,1,1,0,1,1
"Diagnoses - ICD10 (Z921 - Z92.1 Personal history of long-term (current) use of anticoagulants)",-0.0142583174789849,0.00262069034019848,0.0421030983770231,44535,-3.00908055344661,-3.00921631234542,0.0142583174789849,2.58158429209728,1,1,0,1,1
"Operative procedures - secondary OPCS4 (P233 - P23.3 Posterior colporrhaphy NEC)",-0.0142453529425072,0.00264439102660361,0.0424434814488612,44535,-3.00634414252693,-3.00647959275355,0.0142453529425072,2.57767432523031,1,1,0,1,1
"Diagnoses - main ICD10 (R092)",-0.0142407093314913,0.00265292763132044,0.0425400598811449,44535,-3.0053640207367,-3.00549936052675,0.0142407093314913,2.57627459688796,1,1,0,1,1
"Index for card B in round (2.4)",0.0146635032719359,0.00266536134988724,0.0426988865207268,41964,3.00394367485793,3.00408713748217,0.0146635032719359,2.574243904227,1,1,0,1,1
"Systolic blood pressure, automated reading (0.1)",-0.0148320045395932,0.00267657956803101,0.042837958299719,40981,-3.00266635972618,-3.00281310768846,0.0148320045395932,2.57241984159751,1,1,0,1,1
"Operative procedures - OPCS4 (T243 - T24.3 Repair of umbilical hernia using sutures)",-0.014224328684205,0.00268324259978221,0.0428887279800429,44535,-3.00190657684614,-3.00204152758162,0.014224328684205,2.57134005972327,1,1,0,1,1
"Operative procedures - main OPCS4 (M274 - M27.4 Ureteroscopic insertion of ureteric stent)",-0.0142221187855474,0.002687356511144,0.0428887279800429,44535,-3.00144013626798,-3.00157503457817,0.0142221187855474,2.57067471519988,1,1,0,1,1
"Femur troch BMC (bone mineral content) (left) (2.0)",0.0173347710579959,0.00268945028867126,0.0428887279800429,29972,3.00121938418425,3.00141979892987,0.0173347710579959,2.57033647873119,1,1,0,1,1
"Lipoprotein A (0.0)",-0.0163495806327641,0.0026899119295745,0.0428887279800429,33692,-3.00116158489531,-3.00133986047204,0.0163495806327641,2.57026193900352,1,1,0,1,1
"Treatment/medication code (1140910566.0 - glyclizide)",-0.0142023155908441,0.00272447987715219,0.0433989082318064,44535,-2.99726030174756,-2.99739473092221,0.0142023155908441,2.56471639542147,1,1,0,1,1
"Operative procedures - OPCS4 (S265 - S26.5 Local subcutaneous pedicle flap of skin to head or neck NEC)",-0.0141995424782184,0.00272971563020733,0.0434413274420837,44535,-2.99667498466433,-2.99680934823814,0.0141995424782184,2.56388259349566,1,1,0,1,1
"Diagnoses - ICD10 (O800 - O80.0 Spontaneous vertex delivery)",0.0141970422706317,0.00273444400525587,0.0434518908641541,44535,2.99614726931334,2.99628157376194,0.0141970422706317,2.56313096549007,1,1,0,1,1
"Operative procedures - main OPCS4 (G445 - G44.5 Fibreoptic endoscopic percutaneous insertion of gastrostomy)",-0.0141938584322949,0.00274047608879705,0.0434518908641541,44535,-2.99547526102142,-2.99560949020538,0.0141938584322949,2.56217398288162,1,1,0,1,1
"Diagnoses - secondary ICD10 (M2331)",-0.0141938442983442,0.00274050289399034,0.0434518908641541,44535,-2.99547227778839,-2.9956065066383,0.0141938442983442,2.56216973497351,1,1,0,1,1
"Operative procedures - main OPCS4 (H228 - H22.8 Other specified diagnostic endoscopic examination of colon)",-0.014193754601927,0.00274067300979118,0.0434518908641541,44535,-2.99545334569232,-2.99558757242229,0.014193754601927,2.56214277712545,1,1,0,1,1
"Time spent watching television (TV) (0.0)",-0.0142043429918181,0.00276457635217385,0.0437897483175005,44390,-2.9928038787264,-2.99293824653642,0.0142043429918181,2.55837141119825,1,1,0,1,1
"Operative procedures - OPCS4 (W595 - W59.5 Fusion of interphalangeal joint of toe NEC)",-0.0141749872981803,0.00277647948029936,0.0439370721882425,44535,-2.9914921584602,-2.99162594216175,0.0141749872981803,2.55650553185311,1,1,0,1,1
"Diagnoses - secondary ICD10 (N179)",-0.0141703978392138,0.00278530056376065,0.0440353932763096,44535,-2.99052346841909,-2.99065714394053,0.0141703978392138,2.55512793293568,1,1,0,1,1
"Operative procedures - main OPCS4 (U197 - U19.7 Removal of electrocardiography loop recorder)",-0.0141665622732845,0.00279269226721389,0.0440812572495345,44535,-2.9897139015178,-2.98984748667782,0.0141665622732845,2.55397691750846,1,1,0,1,1
"Diagnoses - ICD10 (M214 - M21.4 Flat foot [pes planus] (acquired))",-0.0141661836630842,0.00279342287574782,0.0440812572495345,44535,-2.9896339888598,-2.9897675651026,0.0141661836630842,2.55386331467415,1,1,0,1,1
"Diagnoses - secondary ICD10 (E220)",-0.014162884554243,0.00279979659612395,0.0441405840574724,44535,-2.98893765119485,-2.98907114975349,0.014162884554243,2.55287351879696,1,1,0,1,1
"Diagnoses - secondary ICD10 (Z881)",-0.0141579252037123,0.00280940281466591,0.0442094748607958,44535,-2.98789088907502,-2.98802427091702,0.0141579252037123,2.55138598680608,1,1,0,1,1
"Diagnoses - ICD10 (Z881 - Z88.1 Personal history of allergy to other antibiotic agents)",-0.0141579252037123,0.00280940281466591,0.0442094748607958,44535,-2.98789088907502,-2.98802427091702,0.0141579252037123,2.55138598680608,1,1,0,1,1
"Usual walking pace (2.0)",0.0142040572653327,0.0028228355104284,0.0443616740756216,44203,2.98643288273692,2.98656710279703,0.0142040572653327,2.54931442790855,1,1,0,1,1
"Diagnoses - main ICD10 (R876)",-0.014150249845679,0.00282432926451248,0.0443616740756216,44535,-2.98627086392085,-2.98640406527083,0.014150249845679,2.54908467397112,1,1,0,1,1
"Diagnoses - secondary ICD10 (Z953)",-0.0141426180437038,0.00283924277447731,0.0445131051504636,44535,-2.98466003242098,-2.98479305447773,0.0141426180437038,2.54679747076827,1,1,0,1,1
"Diagnoses - ICD10 (Z953 - Z95.3 Presence of xenogenic heart valve)",-0.0141426180437038,0.00283924277447731,0.0445131051504636,44535,-2.98466003242098,-2.98479305447773,0.0141426180437038,2.54679747076827,1,1,0,1,1
"Diagnoses - secondary ICD10 (E260)",-0.0141291089065602,0.00286581773366374,0.0448880634813658,44535,-2.98180868260725,-2.98194138772153,0.0141291089065602,2.54275143423917,1,1,0,1,1
"Diagnoses - secondary ICD10 (S809)",-0.0141251172879285,0.00287371332941247,0.0449700181345037,44535,-2.98096617889248,-2.98109879046228,0.0141251172879285,2.54155655758797,1,1,0,1,1
"Treatment/medication code (1140852976.0 - multivitamins)",-0.0141187766710184,0.00288629617891968,0.0451251027602397,44535,-2.97962787656111,-2.97976033963481,0.0141187766710184,2.5396591055812,1,1,0,1,1
"Diagnoses - secondary ICD10 (N390)",-0.0140930633040343,0.00293784110573665,0.0458884801760993,44535,-2.97420060601302,-2.97433246811256,0.0140930633040343,2.53197169689426,1,1,0,1,1
"Diagnoses - ICD10 (R068 - R06.8 Other and unspecified abnormalities of breathing)",-0.0140889855394565,0.00294609211836042,0.045974829407131,44535,-2.9733399205061,-2.9734716874808,0.0140889855394565,2.53075367776829,1,1,0,1,1
"Operative procedures - secondary OPCS4 (Z665 - Z66.5 Lumbar vertebra)",-0.0140804187570301,0.00296349519623667,0.0462037085765984,44535,-2.97153174741989,-2.97166331471241,0.0140804187570301,2.52819577240661,1,1,0,1,1
"Number of incorrect matches in round (0.1)",-0.0141556169253364,0.0029840943382515,0.0464819491710116,44000,-2.96940437690172,-2.969537306559,0.0141556169253364,2.52518745132858,1,1,0,1,1
"Operative procedures - secondary OPCS4 (M473 - M47.3 Removal of urethral catheter from bladder)",-0.0140673996117895,0.00299012271977546,0.0465329236160449,44535,-2.96878382413877,-2.96891508838724,0.0140673996117895,2.52431098711785,1,1,0,1,1
"Time to press 'next' (left) (2.12)",-0.0143617389405845,0.00299999896015267,0.046643630241416,42699,-2.96777167008639,-2.96790846271413,0.0143617389405845,2.52287889581368,1,1,0,1,1
"Diagnoses - main ICD10 (O800)",0.0140587208203178,0.00300799415036415,0.0467249137340374,44535,2.96695201065064,2.96708307316436,0.0140587208203178,2.52172301265056,1,1,0,1,1
"Operative procedures - main OPCS4 (M703 - M70.3 Rectal needle biopsy of prostate)",-0.0140428637281079,0.00304089904322377,0.047192628993413,44535,-2.96360509011828,-2.96373578461823,0.0140428637281079,2.51699799804023,1,1,0,1,1
"Diagnoses - ICD10 (K073 - K07.3 Anomalies of tooth position)",-0.0140321802146414,0.00306325304070698,0.0474665461424666,44535,-2.9613501459725,-2.96148059294835,0.0140321802146414,2.51381712671818,1,1,0,1,1
"Operative procedures - main OPCS4 (F324 - F32.4 Operations on uvula NEC)",-0.0140317427968176,0.00306417147144143,0.0474665461424666,44535,-2.96125782123215,-2.96138825808076,0.0140317427968176,2.51368693518267,1,1,0,1,1
"Mouth/teeth dental problems (2.0)",-0.0140609268880568,0.00313111255465199,0.048459060939779,44151,-2.95459590018936,-2.95472673599212,0.0140609268880568,2.50430132044259,1,1,0,1,1
"Diagnoses - ICD10 (C900 - C90.0 Multiple myeloma)",-0.0139986907259176,0.00313430047493708,0.048463977581788,44535,-2.9542816024651,-2.95441127572061,0.0139986907259176,2.50385937150754,1,1,0,1,1
"Nap during day (2.0)",-0.0140412332994257,0.00314330625084084,0.0485457093437238,44239,-2.95339628166197,-2.9535267253032,0.0140412332994257,2.50261330381512,1,1,0,1,1
"Anterior thigh fat-free muscle volume (right) (2.0)",0.0155488201825647,0.00314533645377754,0.0485457093437238,36071,2.95320418000637,2.95336413868906,0.0155488201825647,2.50233289164842,1,1,0,1,1
"Cancer code, self-reported (1020.0 - large bowel cancer/colorectal cancer)",-0.0139869077943006,0.0031596528672374,0.0487198168465014,44535,-2.95179460982557,-2.95192401164443,0.0139869077943006,2.50036062818047,1,1,0,1,1
"Duration to entering symbol choice (1.0)",-0.0162763647463151,0.00316238787466778,0.0487198168465014,32881,-2.95153858266025,-2.95171381556475,0.0162763647463151,2.49998486384816,1,1,0,1,1
